3125 Cameron street,2003,"50.429641, -104.6254"
2923 Ascot Road,1998,"50.43251, -104.52914"
3430 Arbor Grove Drive,1998,"50.425558, -104.533552"
3048 St. James Cres,2001,"50.431683, -104.528275"
2934 St. Andrews Rd.,1997,"50.43256, -104.530338"
2934 St. Andrews Rd.,2002,"50.43256, -104.530338"
3624 King Street,2002,"50.420833, -104.638217"
2350 McGregor Place,2004,"50.44163, -104.53382"
1631 MacPherson Avenue,1997,"50.416769, -104.604549"
23 dalhousie way,2008,"50.431847, -104.557294"
23 dalhousie way,2007,"50.431847, -104.557294"
1038 Wascana Highlands,2000,"50.42203, -104.54307"
6170 Wascana Crt. ,2005,"50.41554, -104.534931"
3417 Valley Green Way ,1999,"50.448009, -104.595177"
4242 Wascana Ridge,1997,"50.419767, -104.529318"
3312 Valley Green Way,2003,"50.448009, -104.595177"
3312 Valley Green Way,2000,"50.448009, -104.595177"
158 Laubach Crescent,2000,"50.410456, -104.642158"
2742 Sandringham Cr,2003,"50.43566, -104.532631"
38 Wilkie Road,1999,"50.404593, -104.634993"
15 Millar Cres,2000,"50.421014, -104.635928"
3615 Hill Ave,2006,"50.427771, -104.631817"
2470 Lindsay Street,2003,"50.43976, -104.585091"
4095 Windsor Park Bay,2006,"50.42884, -104.52635"
856 SHANNON RD,1997,"50.400083, -104.601208"
151 Elmview Road,2007,"50.4893, -104.60769"
270 michener dr,1997,"50.4302, -104.56721"
2211 Calla Bay,2002,"50.44233, -104.53388"
3355 Edinburgh Drive,2003,"50.424052, -104.555487"
101 Cameron Crescent,2003,"50.41109, -104.627063"
101 Cameron Crescent,2001,"50.41109, -104.627063"
2018 E Laurier Cr,2005,"50.442214, -104.554653"
4523 Argyle Street,2000,"50.408438, -104.63263"
10487 Wascana Estates,2000,"50.414784, -104.542854"
2609 Wascana Street,2004,"50.437416, -104.639434"
2609 Wascana Street,2002,"50.437416, -104.639434"
3706 Nottingham Cr.,2000,"50.43249, -104.52701"
2418   Jameson Crescent,2003,"50.439494, -104.524313"
1909 Dufferin Road,2007,"50.40349, -104.604142"
9215 Wascana Mews,1998,"50.41755, -104.54011"
4623 Argyle Street,1998,"50.406812, -104.632625"
78 University Park Dr.,2007,"50.428753, -104.561656"
2226 Goff Place,2004,"50.44272, -104.53607"
3438 Portnall Avenue,2006,"50.425179, -104.629566"
3402 phaneuf cres,2003,"50.440228, -104.534185"
2110 Cunning Crescent,2000,"50.434606, -104.552829"
27 Academy Park Rd,2005,"50.409824, -104.607846"
43 Arlington St.,2004,"50.40339, -104.627354"
2638 Rothesay Cres,2006,"50.43687, -104.53113"
151 Walden Cr,2008,"50.448817, -104.551173"
1151 Carrick Crescent,2004,"50.458594, -104.527418"
4334 sandpiper cr,2004,"50.448009, -104.595177"
3432 TAMARACK GROVE,2007,"50.424196, -104.529186"
3719 Cumberland Rd,2006,"50.436139, -104.53035"
3058 Zaran Cres,2008,"50.429177, -104.544293"
1544 Uhrich Avenue,2003,"50.412731, -104.603738"
1544 Uhrich Avenue,2007,"50.412731, -104.603738"
3031 Angus Street,1999,"50.43116, -104.619616"
2834 Sunninghill Cres.,2002,"50.434763, -104.529375"
3919 Hill Ave,2004,"50.426315, -104.637134"
4825 Speers Dr.,2004,"50.448009, -104.595177"
3704 Regina Ave,1998,"50.43489, -104.63405"
2762 Aster Cres,2003,"50.42463, -104.545108"
2820 Wimbledon Place,2000,"50.43357, -104.53304"
3327 Ashley Place,1998,"50.42676, -104.529858"
177 Birchwoord Cr,2004,"50.398676, -104.601786"
2623 E. Crocus Drive,2003,"50.439448, -104.546966"
3643 Selinger Cres,2006,"50.420335, -104.554349"
3643 Selinger Cres,2003,"50.420335, -104.554349"
4759 Pasqua Street,2004,"50.403726, -104.640913"
3007 Wimbledon Drive,2000,"50.432365, -104.53353"
2402 Jameson Cres,2004,"50.438939, -104.524319"
2402 Jameson Cres,2007,"50.438939, -104.524319"
121 Orchard cresent,2004,"50.403046, -104.60404"
3113 Assiniboine Ave,2004,"50.42344, -104.625954"
3368 Windsor Park Cres.,2001,"50.425827, -104.527932"
34 Nicol Place,1999,"50.42983, -104.56459"
34 Nicol Place,2001,"50.42983, -104.56459"
146 Groome Ave,1999,"50.40036, -104.63541"
1370 Cameron St,2007,"50.457187, -104.6254"
2435 Jameson Cres,2002,"50.43998, -104.52537"
2906 St James Cres,1998,"50.433244, -104.53123"
3316 Essex Crescent,1998,"50.42765, -104.53021"
2318 McGregor Place,2002,"50.44163, -104.53382"
5140 Wascana Vista Place,2005,"50.41876, -104.53351"
5140 WASCANA VISTA PLACE,2007,"50.41876, -104.53351"
3612 Tudor Place,2002,"50.42789, -104.53087"
2952 St James Cres,2000,"50.432432, -104.531618"
3131 St. James Rd,1998,"50.431753, -104.525581"
2968 St. James Cres.,1997,"50.432149, -104.531753"
3384 Linden Grove,2003,"50.425481, -104.534836"
2643 Rothesay Crescent,2004,"50.43687, -104.53113"
2435 Glamis Place,1997,"50.428552, -104.548222"
2934 Harding Street,2003,"50.432694, -104.548084"
8019 Wascana Gardens Crescent,2000,"50.41449, -104.52863"
3323 Ashley Place,2008,"50.42674, -104.52987"
3323 Ashley Place,2005,"50.42674, -104.52987"
201 Emerald Park Road,2006,"50.40711, -104.59981"
2566 Linner Way,2003,"50.438204, -104.528044"
1537 Garnet Street ,30/10/2004,"50.4542999,-104.6264191"
1537 Garnet Street,18/06/2008,"50.4542999,-104.6264191"
1362 Connaught Street,21/04/1997,"50.4571228,-104.6468735"
1261 McTavish Street,23/07/2005,"50.4586792,-104.6336365"
964 Graham Road,25/02/1997,"50.4632797,-104.543335"
313 Holland Avenue,10/04/2002,"50.4353333,-104.5850677"
151 Walden Crescent,09/10/2008,"50.4485588,-104.5496216"
2260 Pasqua Street,31/07/2001,"50.4428215,-104.6413422"
434 Sangster Blvd,,"50.49123,-104.6247101"
863 Lindsay St,13/11/2005,"50.4647331,-104.5849686"
1861 Broder Street,18/01/1997,"50.4492302,-104.5904312"
151 Elmview Road,08/11/2007,"50.4891663,-104.6074677"
863 Lindsey Street,21/12/2000,"44.9283743,-93.3900326"
2737 Cameron Street,03/07/2006,"50.4357414,-104.6249008"
215B McIntyre Street,05/01/2003,"50.4751663,-104.6164856"
70 Read Avenue,01/07/1997,"50.4690819,-104.6733475"
14 Lloyd Bay,22/10/2001,"50.4930916,-104.6040115"
3511 Jenkins Drive East,21/04/2000,"50.4644318,-104.5323868"
329 Fines Drive,25/11/2007,"50.4489594,-104.5446091"
1206 Wessex Place,06/04/2003,"50.4590492,-104.5657501"
1066 Middleton Crescent,29/07/1999,"50.4640999,-104.5335388"
991 Graham Road,14/03/1997,"50.4627991,-104.5441208"
727 Garnet Street,10/08/2002,"50.4671288,-104.6264267"
50 Andrews Crescent,25/09/2004,"50.4954681,-104.5963974"
106 Pappas Crescent,26/08/1999,"50.4902306,-104.6614685"
122 Turner Crescent,04/10/2000,"50.4530716,-104.5468826"
118 Thomson Avenue,03/12/1999,"50.4520798,-104.5453262"
46 Bedford Crescent,06/06/2002,"50.4540215,-104.5542068"
943 Bercovich Cres.,15/05/1998,"50.4632111,-104.5317001"
1528 Broadway Place,12/01/2006,"50.4358482,-104.5992813"
58 Hodges Crescent,03/09/2003,"50.4528198,-104.5478363"
171 Angus Crescent,19/01/2007,"50.4391785,-104.6231232"
964 Graham Road,29/09/1999,"50.4632797,-104.543335"
3518 Cormorant Drive,27/07/1997,"50.4651413,-104.5323715"
1167 Bayda Cresent,09/06/1999,"50.4605217,-104.536293"
245 Nagel Crescent,15/07/1997,"50.457489,-104.5544205"
1234 James Cres.,16/06/2000,"50.4606895,-104.5431137"
2728 Rothwell Street,08/04/1998,"50.4355583,-104.5711594"
3343 Bloore Bay,03/06/2005,"50.4590912,-104.5340195"
3415 Keehr Place,13/08/2004,"50.4611511,-104.5347214"
245 Nagel Crescent,09/01/2002,"50.457489,-104.5544205"
3651 Bishop Crescent,01/11/2005,"50.453401, -104.531987"
2911 Jenkins Drive,15/03/1999,"50.46201, -104.5415"
278 Cavendish Street,18/10/2003,"50.460641, -104.557749"
332 Gladmer Park,02/10/2001,"50.43631, -104.60439"
2121 McDonald St.,29/01/1999,"50.445211, -104.583635"
2910 Jenkins Drive,11/08/2000,"50.46201, -104.5415"
706 - 18 Ave. East,16/01/1998,"50.438252, -104.57255"
54 Stice Crescent,30/05/2001,"50.453511, -104.543801"
2226 Dewdney Ave East,03/07/1997,"50.455179, -104.551403"
3159 Neal Bay East,30/12/1998,"50.46148, -104.53934"
2254 Reynolds Street,21/02/2004,"50.443111, -104.589395"
2763A McAra St.,06/10/2001,"50.435125, -104.582172"
1014 Edgar Street,01/03/2006,"50.462744, -104.587987"
1106 Weisbrot Place,16/02/1999,"50.460385, -104.537052"
51 Petersmeyer St.,28/01/2000,"50.488315, -104.623055"
118 Clermont Crescent,25/11/2000,"50.456566, -104.550507"
3343 Bloore Bay,24/11/2002,"50.45902, -104.53502"
843 Bluebird Crescent,26/06/2000,"50.465578, -104.527755"
2838 - 7th Ave. East,20/11/2000,"50.45906, -104.54241"
1234 James Cres.,08/03/1998,"50.460158, -104.542773"
1103 Gull Road,09/12/2003,"50.46252, -104.52738"
23 Elizabeth Crescent,17/09/2003,"50.463811, -104.638881"
46 Thorn Crescent,15/04/2006,"50.462151, -104.553223"
2041 McTavish Street,09/11/2001,"50.446453, -104.63404"
1219 Fleet Street,27/04/2005,"50.450631, -104.548985"
2025 Cameron Street,08/08/2006,"50.44672, -104.625404"
2662 Lacon Street,06/03/2006,"50.436739, -104.569315"
2254 Reynolds St.,20/04/2000,"50.443111, -104.589395"
2531 Mcdonald Street,26/02/2005,"50.438849, -104.583623"
1035 Wadey Drive,02/01/2007,"50.461979, -104.530613"
2218 Dewdney Avenue East,28/05/1998,"50.45518, -104.55151"
1161 Degelman Drive,13/11/2000,"50.46035, -104.531397"
1054 Gladmer Park,04/11/2006,"50.435312, -104.6016"
2063 Wallace Street,30/06/2003,"50.446101, -104.59374"
#307 2203 Angus Street,14/08/1999,"50.448009, -104.595177"
2121 McDonald Street,20/11/2007,"50.445211, -104.583635"
2424 Elliot Street,01/10/2005,"50.43705, -104.58651"
2611 Winnipeg Street,14/10/2002,"50.437356, -104.595183"
1012 Wadey Drive,03/09/1999,"50.462476, -104.53075"
232 College Ave,20/06/2006,"50.440866, -104.584093"
3607 Starling Place,18/05/2005,"50.45649, -104.53166"
168 Cambridge Avenue,10/06/1998,"50.450387, -104.553505"
6731 Gillmore Dr,1/29/1998,"50.502029, -104.676525"
35 Fulton Drive,2/15/1998,"50.47424, -104.681174"
8214 Kestral Drive,2/16/1998,"50.47834, -104.69707"
1367 Maple Grove Cr,3/14/1998,"50.50055, -104.67694"
2 Rendek Cres,6/25/1998,"50.47347, -104.6827"
6714 Gillmore Dr,7/13/1998,"50.502024, -104.676181"
204 Eagle Place,7/29/1998,"50.479203, -104.704686"
8644 Thurston Cres,9/13/1998,"50.483207, -104.705229"
6-634 McREAD PL,9/21/1998,"50.468955, -104.670967"
242 Par Place,10/2/1998,"50.47948, -104.70353"
7115 Mapleton Bay,11/22/1998,"50.49919, -104.68272"
150 Fulton Dr,1/21/1999,"50.4735, -104.67691"
5923 Hague cr,1/22/1999,"50.499547, -104.665947"
22 Bastedo Cr,1/25/1999,"50.472226, -104.670275"
7710 Venture Rd,2/8/1999,"50.47917, -104.6921"
5827 Ehrle Cres,2/10/1999,"50.503969, -104.665477"
1223 Baird St N.,4/16/1999,"50.49803, -104.668541"
5927 Hague Crescent,4/20/1999,"50.499548, -104.66569"
8018 Woods Bay,5/4/1999,"50.475967, -104.696257"
1231 Runciman Cres. N,6/10/1999,"50.497044, -104.665975"
223 Radisson Bay,6/18/1999,"50.48003, -104.6921"
6519 Gillmore Drive,6/24/1999,"50.50203, -104.674826"
211 Read Ave,6/25/1999,"50.46882, -104.680881"
410 Warwick Dr,6/28/1999,"50.482642, -104.69814"
1203 Arnason St,7/7/1999,"50.497004, -104.681376"
1227 Baird St. N.,7/18/1999,"50.498081, -104.668544"
239 Church Drive,10/4/1999,"50.485614, -104.685929"
1269 Runciman Cres.,10/26/1999,"50.498479, -104.664938"
5959 Gibbings Bay,11/2/1999,"50.502577, -104.666193"
1215 Runicman Cr,11/16/1999,"50.448009, -104.595177"
66 Walter Cr,12/22/1999,"50.486242, -104.667505"
987 Rowell Crescent,1/11/2000,"50.493234, -104.668105"
7307 Rimmer Bay,1/25/2000,"50.489875, -104.68629"
6922 Gillmore Drive,3/15/2000,"50.502023, -104.679573"
8603 Thurston Cres,3/25/2000,"50.483436, -104.705208"
871 Rink Ave,3/27/2000,"50.4884, -104.6861"
191 trudelle Cres,4/9/2000,"50.470634, -104.672895"
6223 Parsons Bay,5/16/2000,"50.497048, -104.671117"
6842 Cunningham Dr.,7/3/2000,"50.498042, -104.678517"
914 Hampshie place,7/11/2000,"50.49287, -104.67388"
7806 Century Dr,7/12/2000,"50.482286, -104.693617"
6221 Ehrle Cres,7/29/2000,"50.505365, -104.669301"
1383 Maplegrove Cres,8/10/2000,"50.50055, -104.67694"
1517 N Maplehill Cres,8/25/2000,"50.503248, -104.685231"
214 McCarthy Blvd N,10/17/2000,"50.47925, -104.66403"
7139 Maple Valley Cres,2/9/2001,"50.500899, -104.683872"
7202 Maple View Cr,4/13/2001,"50.50005, -104.683543"
926 Devonshire Dr.,4/28/2001,"50.492786, -104.671706"
6911 Maple Wood Cres,5/7/2001,"50.499298, -104.679488"
8644 Thurston Crescent,5/14/2001,"50.483207, -104.705229"
211 Read Ave,6/24/2001,"50.46882, -104.680881"
7710 Venture Rd,10/27/2001,"50.47917, -104.6921"
1578 Lakeridge Drive,11/10/2001,"50.502164, -104.656117"
1414 Mapletree Bay,12/10/2001,"50.501661, -104.682212"
6307 Leger Bay,2/6/2002,"50.49055, -104.67373"
242 Par Place,3/26/2002,"50.47948, -104.70353"
8214 Fairways West Dr,4/19/2002,"50.476876, -104.693894"
6922 Gillmore Drive,5/13/2002,"50.502023, -104.679573"
1202 Catley bay N,7/21/2002,"50.49706, -104.67383"
8520 Rever dr ,8/8/2002,"50.4828, -104.703345"
7302 Heron Bay,8/16/2002,"50.494799, -104.68512"
215 Radisson Bay,9/5/2002,"50.48003, -104.6921"
131 Williston Drive,9/21/2002,"50.483473, -104.678476"
7230 Spooner Drive,10/26/2002,"50.4948, -104.68367"
6024 Little Pine Loop,11/14/2002,"50.49234, -104.60483"
402 Pelican Place,12/4/2002,"50.48217, -104.69273"
266 Markwell Dr,12/5/2002,"50.48528, -104.673396"
6318 Sherwood Drive ,12/19/2002,"50.47994, -104.6709"
5943 Gibbings Bay,3/1/2003,"50.502518, -104.665946"
246 Read Avenue,3/15/2003,"50.46882, -104.682481"
18 Rendek Cres,3/18/2003,"50.473456, -104.683373"
4567 Cudmore Crescent,5/24/2003,"50.50185, -104.64585"
8222 Rankin Dr,5/30/2003,"50.482474, -104.69866"
1214 Bourne St N,6/3/2003,"50.497332, -104.671539"
930 Davey Bay N.,6/20/2003,"50.49286, -104.67498"
6911 Maplewood Cres,8/29/2003,"50.499298, -104.679488"
5907 Hague Cres,10/27/2003,"50.499541, -104.666974"
7806 Century Dr,11/11/2003,"50.482286, -104.693617"
7326 Heron Bay,11/19/2003,"50.49479, -104.68602"
35 Hind St,12/6/2003,"50.486617, -104.680407"
8074 Knox Place,1/11/2004,"50.47991, -104.696"
58 Litzenberger Cres.,2/12/2004,"50.49036, -104.64448"
6015 wellband drive,3/3/2004,"50.50035, -104.66751"
7119 Mapleton Bay,3/19/2004,"50.499302, -104.682832"
7622 Venture Road,4/29/2004,"50.479928, -104.690813"
22 Bastedo Cres.,7/15/2004,"50.472226, -104.670275"
7616 Cattail Place,9/26/2004,"50.47768, -104.69038"
7139 Maple Valley Cres,10/23/2004,"50.500899, -104.683872"
1356 Maple Leaf Cres,1/6/2005,"50.50092, -104.680452"
26 Fyfe Street,1/7/2005,"50.486041, -104.67168"
6806 Maple Wood Crescent,1/18/2005,"50.499309, -104.679537"
402 Pelican Place,1/20/2005,"50.48217, -104.69273"
306 Hansen drive,3/10/2005,"50.472878, -104.686928"
8331 Fairways West Drive,3/13/2005,"50.475871, -104.692594"
7110 Clipsham Ave,3/24/2005,"50.48011, -104.68368"
640 Royal Street,4/18/2005,"50.46816, -104.65105"
22 Harlton Bay,5/22/2005,"50.48291, -104.67337"
89 Dorothy Street,6/10/2005,"50.456697, -104.679704"
35 Roberts Pl,7/23/2005,"50.468, -104.67952"
214 Read Avenue,10/25/2005,"50.46882, -104.680188"
1214 Bourne St N,2/14/2006,"50.497332, -104.671539"
149 Poplar Bluff Cres,2/24/2006,"50.43082, -104.54386"
Box 35025 RPO Sherwood Vlg.,5/30/2006,"50.448009, -104.595177"
1223 Baird St.,6/10/2006,"50.49803, -104.668541"
11 Hind Street,7/29/2006,"50.4856, -104.68042"
7806 Sparrow St,10/12/2006,"50.475312, -104.693796"
8640 Thurston Cres.,11/22/2006,"50.483241, -104.705234"
11 Thomas Bay,1/2/2007,"50.48609, -104.677565"
8074 Knox Place,1/15/2007,"50.47991, -104.696"
871 rink  ave,4/17/2007,"50.4884, -104.6861"
5819 Ehrle Cres,4/18/2007,"50.503712, -104.665467"
306 Black Dr.,4/19/2007,"50.47418, -104.68556"
219 Hodgins Cres,5/27/2007,"50.47939, -104.68673"
214 N Thauberger,7/1/2007,"50.448009, -104.595177"
1142 arnason st n,7/21/2007,"50.496117, -104.680728"
306 Williston Dr,6/26/2008,"50.481827, -104.685225"
7031 Mahon Bay ,7/29/2008,"50.49779, -104.68062"
